state,year,persons_avg,persons_max,n_months,state_fips,burden_index,no_online_app,recert_burden,no_bbce,no_simplereport,certnonearnavg,bbce,oapp_mean
Arkansas,2018,367410.4166666667,378791,12,5,0.31764807174973636,0,0.2705922869989454,1,0,18.975541666666665,0,1
Arkansas,2019,351097.8333333333,363301,12,5,0.31982513762113296,0,0.26128962286826485,1,0,19.145507777777777,0,1
California,2010,3357445.6666666665,3570066,12,6,0.4176623687816532,0,0.6706494751266127,0,1,11.66622,1,2
California,2011,3760865.5833333335,3904099,12,6,0.4162706362371679,0,0.6650825449486716,0,1,11.767931666666668,1,1.8333333333333333
California,2012,4022281.1666666665,4127070,12,6,0.4177794620477429,0,0.6711178481909716,0,1,11.6576625,1,1
California,2013,4197569.25,4295452,12,6,0.3538184701305603,0,0.6652738805222412,0,0.75,11.764435833333334,1,1
California,2014,4384201.5,4439090,12,6,0.16464585742017873,0,0.6585834296807149,0,0,11.886675,1,1
California,2015,4422455.75,4442010,12,6,0.16304228743315616,0,0.6521691497326246,0,0,12.003868333333333,1,1
California,2016,4288125.916666667,4384491,12,6,0.16227508651560654,0,0.6491003460624262,0,0,12.0599375,1,1
California,2017,4065284.8333333335,4165897,12,6,0.15923608923332883,0,0.6369443569333153,0,0,12.282035833333333,1,1
California,2018,3891812.0833333335,4003826,12,6,0.153874542628161,0,0.615498170512644,0,0,12.6738725,1,1
California,2019,3591396.6666666665,4059554,12,6,0.10870746575991759,0,0.5797731507195605,0,0,13.326593333333333,1,1
Colorado,2014,501817.6666666667,503645,3,8,0.17269482390157964,0,0.6907792956063186,0,0,11.29843425,1,1
Colorado,2015,489905.5,500125,12,8,0.18462531983827798,0,0.7385012793531119,0,0,10.426520583333334,1,1
Colorado,2016,472022.6666666667,480212,12,8,0.1742933664836924,0,0.6971734659347696,0,0,11.181608333333333,1,1
Colorado,2017,455335.9166666667,468636,12,8,0.17120156377583656,0,0.6848062551033463,0,0,11.407565833333333,1,1
Colorado,2018,452202.25,462062,12,8,0.1743582130514451,0,0.6974328522057804,0,0,11.176869166666666,1,1
Colorado,2019,409644.5833333333,456786,12,8,0.13521634812737252,0,0.7211538566793202,0,0,10.74347,1,1
Connecticut,2014,445479.3333333333,446146,3,9,0.3625584077494164,1,0.4502336309976656,0,0,15.69337,1,0
Connecticut,2015,440430.5,443804,12,9,0.13148799773611933,0.08333333333333333,0.442618657611144,0,0,15.832500833333333,1,0.9166666666666666
Connecticut,2016,427123.25,437065,12,9,0.10207861174606854,0,0.40831444698427416,0,0,16.4592625,1,1
Connecticut,2017,405819.4166666667,418102,12,9,0.10014076323254023,0,0.4005630529301609,0,0,16.600885833333333,1,1
Connecticut,2018,380251.9166666667,396007,12,9,0.10184865557728558,0,0.4073946223091423,0,0,16.476068333333334,1,1
Connecticut,2019,337609.9166666667,371393,12,9,0.07281247885958562,0,0.3883332205844567,0,0,16.824333333333332,1,1
