state,date,persons
Montana,2017-01-01,122110
Montana,2017-02-01,122324
Montana,2017-03-01,121859
Montana,2017-04-01,121490
Montana,2017-05-01,121327
Montana,2017-06-01,121070
Montana,2017-07-01,120353
Montana,2017-08-01,119880
Montana,2017-09-01,118297
Montana,2017-10-01,117248
Montana,2017-11-01,117271
Montana,2017-12-01,116995
Montana,2018-01-01,117280
Montana,2018-02-01,117496
Montana,2018-03-01,117211
Montana,2018-04-01,115442
Montana,2018-05-01,114533
Montana,2018-06-01,113591
Montana,2018-07-01,112568
Montana,2018-08-01,112123
Montana,2018-09-01,110916
Montana,2018-10-01,109420
Montana,2018-11-01,108616
Montana,2018-12-01,107818
Montana,2019-01-01,107850
Montana,2019-02-01,11053
Montana,2019-03-01,107957
Montana,2019-04-01,107433
Montana,2019-05-01,106957
Montana,2019-06-01,106820
Montana,2019-07-01,106298
Montana,2019-08-01,106146
Montana,2019-09-01,106053
Montana,2019-10-01,105667
Montana,2019-11-01,105487
Montana,2019-12-01,105269
Montana,2020-01-01,105487
Montana,2020-02-01,105578
Montana,2020-03-01,105265
Montana,2020-04-01,108458
Montana,2020-05-01,110178
Montana,2020-06-01,109497
Montana,2020-07-01,110122
Montana,2020-08-01,85636
Montana,2020-09-01,96042
Montana,2020-10-01,104666
Montana,2020-11-01,102800
Montana,2020-12-01,89896
Montana,2021-01-01,98125
Montana,2021-02-01,99219
Montana,2021-03-01,98765
Montana,2021-04-01,98500
Montana,2021-05-01,97328
Montana,2021-06-01,96955
Montana,2021-07-01,95525
Montana,2021-08-01,93396
Montana,2021-09-01,91062
Montana,2021-10-01,89939
Montana,2021-11-01,89775
Montana,2021-12-01,89504
Montana,2022-01-01,89269
Montana,2022-02-01,89645
Montana,2022-03-01,90370
Montana,2022-04-01,89987
Montana,2022-05-01,89727
Montana,2022-06-01,89396
Montana,2022-07-01,88115
Montana,2022-08-01,87629
Montana,2022-09-01,86648
Montana,2022-10-01,85408
Montana,2022-11-01,85068
Montana,2022-12-01,85220
Montana,2023-01-01,84675
Montana,2023-02-01,85398
Montana,2023-03-01,86112
Montana,2023-04-01,85382
Montana,2023-05-01,84819
Montana,2023-06-01,84721
Montana,2023-07-01,82945
Montana,2023-08-01,82541
Montana,2023-09-01,82033
Nebraska,2009-10-01,152007
Nebraska,2009-11-01,154674
Nebraska,2009-12-01,157922
Nebraska,2010-01-01,161001
Nebraska,2010-02-01,162419
Nebraska,2010-03-01,163320
Nebraska,2010-04-01,165177
Nebraska,2010-05-01,165536
Nebraska,2010-06-01,165345
Nebraska,2010-07-01,167568
Nebraska,2010-08-01,169445
Nebraska,2010-09-01,169385
Nebraska,2010-10-01,170063
Nebraska,2010-11-01,170731
Nebraska,2010-12-01,173040
Nebraska,2011-01-01,174467
Nebraska,2011-02-01,174635
Nebraska,2011-03-01,175919
Nebraska,2011-04-01,176299
Nebraska,2011-05-01,174936
Nebraska,2011-06-01,174936
Nebraska,2011-07-01,173674
Nebraska,2011-08-01,175754
Nebraska,2011-09-01,175993
Nebraska,2011-10-01,174941
Nebraska,2011-11-01,173170
Nebraska,2011-12-01,175414
Nebraska,2012-01-01,175711
Nebraska,2012-02-01,177832
Nebraska,2012-03-01,178643
Nebraska,2012-04-01,175613
Nebraska,2012-05-01,176177
Nebraska,2012-06-01,175930
Nebraska,2012-07-01,176193
Nebraska,2012-08-01,177958
Nebraska,2012-09-01,175296
Nebraska,2012-10-01,174264
Nebraska,2012-11-01,175402
Nebraska,2012-12-01,177523
Nebraska,2013-01-01,180193
Nebraska,2013-02-01,180460
Nebraska,2013-03-01,180774
Nebraska,2013-04-01,179816
Nebraska,2013-05-01,181796
Nebraska,2013-06-01,182149
Nebraska,2013-07-01,182487
Nebraska,2013-08-01,181484
Nebraska,2013-09-01,180180
Nebraska,2013-10-01,178056
Nebraska,2013-11-01,177532
Nebraska,2013-12-01,178631
Nebraska,2014-01-01,178333
Nebraska,2014-02-01,175324
Nebraska,2014-03-01,175112
Nebraska,2014-04-01,170710
Nebraska,2014-05-01,170160
Nebraska,2014-06-01,167713
Nebraska,2014-07-01,167550
Nebraska,2014-08-01,169845
Nebraska,2014-09-01,173398
Nebraska,2014-10-01,173589
Nebraska,2014-11-01,173224
Nebraska,2014-12-01,173296
Nebraska,2015-01-01,174483
Nebraska,2015-02-01,173508
Nebraska,2015-03-01,173617
Nebraska,2015-04-01,172752
Nebraska,2015-05-01,172934
Nebraska,2015-06-01,173608
Nebraska,2015-07-01,174963
Nebraska,2015-08-01,176663
Nebraska,2015-09-01,176472
Nebraska,2015-10-01,176363
Nebraska,2015-11-01,174887
Nebraska,2015-12-01,175888
Nebraska,2016-01-01,176381
Nebraska,2016-02-01,175466
Nebraska,2016-03-01,175455
Nebraska,2016-04-01,174420
Nebraska,2016-05-01,174052
Nebraska,2016-06-01,175603
Nebraska,2016-07-01,176130
Nebraska,2016-08-01,177651
Nebraska,2016-09-01,177912
Nebraska,2016-10-01,177825
Nebraska,2016-11-01,177654
Nebraska,2016-12-01,178490
Nebraska,2017-01-01,178526
Nebraska,2017-02-01,176971
Nebraska,2017-03-01,177129
Nebraska,2017-04-01,174556
Nebraska,2017-05-01,173625
Nebraska,2017-06-01,174127
Nebraska,2017-07-01,173333
Nebraska,2017-08-01,174460
Nebraska,2017-09-01,173488
Nebraska,2017-10-01,173278
Nebraska,2017-11-01,172509
Nebraska,2017-12-01,172592
Nebraska,2018-01-01,172567
Nebraska,2018-02-01,170909
Nebraska,2018-03-01,171343
Nebraska,2018-04-01,168573
Nebraska,2018-05-01,168420
Nebraska,2018-06-01,168245
Nebraska,2018-07-01,166820
Nebraska,2018-08-01,166981
Nebraska,2018-09-01,165496
Nebraska,2018-10-01,163999
Nebraska,2018-11-01,162964
Nebraska,2018-12-01,161713
Nebraska,2019-01-01,162343
Nebraska,2019-02-01,13198
Nebraska,2019-03-01,163384
Nebraska,2019-04-01,162585
Nebraska,2019-05-01,159963
Nebraska,2019-06-01,160206
Nebraska,2019-07-01,159662
Nebraska,2019-08-01,158755
Nebraska,2019-09-01,156439
Nebraska,2019-10-01,157978
Nebraska,2019-11-01,155532
Nebraska,2019-12-01,154534
Nebraska,2020-01-01,153187
Nebraska,2020-02-01,152869
Nebraska,2020-03-01,153889
Nebraska,2020-04-01,165801
Nebraska,2020-05-01,170724
Nebraska,2020-06-01,166820
Nebraska,2020-07-01,146636
Nebraska,2020-08-01,153128
Nebraska,2020-09-01,153996
Nebraska,2020-10-01,156420
Nebraska,2020-11-01,156041
Nebraska,2020-12-01,159842
Nebraska,2021-01-01,158109
Nebraska,2021-02-01,160238
Nebraska,2021-03-01,159315
Nebraska,2021-04-01,157698
Nebraska,2021-05-01,156353
Nebraska,2021-06-01,154736
Nebraska,2021-07-01,156493
Nebraska,2021-08-01,157482
Nebraska,2021-09-01,154544
Nebraska,2021-10-01,156052
Nebraska,2021-11-01,155811
Nebraska,2021-12-01,156022
Nebraska,2022-01-01,155777
Nebraska,2022-02-01,154773
Nebraska,2022-03-01,156210
Nebraska,2022-04-01,155696
Nebraska,2022-05-01,154490
Nebraska,2022-06-01,154559
Nebraska,2022-07-01,154836
Nebraska,2022-08-01,156229
Nebraska,2022-09-01,156140
Nebraska,2022-10-01,156353
Nebraska,2022-11-01,156272
Nebraska,2022-12-01,156757
Nebraska,2023-01-01,157397
Nebraska,2023-02-01,156601
Nebraska,2023-03-01,158165
Nebraska,2023-04-01,156764
Nebraska,2023-05-01,156406
Nebraska,2023-06-01,156801
Nebraska,2023-07-01,155014
Nebraska,2023-08-01,155435
Nebraska,2023-09-01,154825
Nevada,2009-10-01,248437
Nevada,2009-11-01,254376
Nevada,2009-12-01,259196
Nevada,2010-01-01,262500
Nevada,2010-02-01,266276
Nevada,2010-03-01,272425
Nevada,2010-04-01,276523
Nevada,2010-05-01,283683
Nevada,2010-06-01,290842
Nevada,2010-07-01,299168
Nevada,2010-08-01,309586
Nevada,2010-09-01,314253
Nevada,2010-10-01,317641
Nevada,2010-11-01,322950
Nevada,2010-12-01,324658
Nevada,2011-01-01,326936
Nevada,2011-02-01,326836
Nevada,2011-03-01,329105
Nevada,2011-04-01,331623
Nevada,2011-05-01,336524
Nevada,2011-06-01,340195
Nevada,2011-07-01,342462
Nevada,2011-08-01,347848
Nevada,2011-09-01,348727
Nevada,2011-10-01,351686
Nevada,2011-11-01,353737
Nevada,2011-12-01,353889
Nevada,2012-01-01,354081
Nevada,2012-02-01,354540
Nevada,2012-03-01,353855
Nevada,2012-04-01,353983
Nevada,2012-05-01,355713
Nevada,2012-06-01,355349
Nevada,2012-07-01,355940
Nevada,2012-08-01,358009
Nevada,2012-09-01,358015
Nevada,2012-10-01,360559
Nevada,2012-11-01,360777
Nevada,2012-12-01,358892
Nevada,2013-01-01,358457
Nevada,2013-02-01,356414
Nevada,2013-03-01,355312
Nevada,2013-04-01,358319
Nevada,2013-05-01,360207
Nevada,2013-06-01,362203
Nevada,2013-07-01,363155
Nevada,2013-08-01,367101
Nevada,2013-09-01,370042
Nevada,2013-10-01,372377
Nevada,2013-11-01,369352
Nevada,2013-12-01,370544
Nevada,2014-01-01,373901
Nevada,2014-02-01,375708
Nevada,2014-03-01,379657
Nevada,2014-04-01,384136
Nevada,2014-05-01,388284
Nevada,2014-06-01,391816
Nevada,2014-07-01,395236
Nevada,2014-08-01,399514
Nevada,2014-09-01,402937
Nevada,2014-10-01,407529
Nevada,2014-11-01,408215
Nevada,2014-12-01,410201
Nevada,2015-01-01,412056
Nevada,2015-02-01,413476
Nevada,2015-03-01,416579
Nevada,2015-04-01,420848
Nevada,2015-05-01,423364
Nevada,2015-06-01,427405
Nevada,2015-07-01,431289
Nevada,2015-08-01,435785
Nevada,2015-09-01,438211
Nevada,2015-10-01,439498
Nevada,2015-11-01,441006
Nevada,2015-12-01,440274
Nevada,2016-01-01,439141
Nevada,2016-02-01,438469
Nevada,2016-03-01,438356
Nevada,2016-04-01,438342
Nevada,2016-05-01,439031
Nevada,2016-06-01,440560
Nevada,2016-07-01,439562
Nevada,2016-08-01,441164
Nevada,2016-09-01,441986
Nevada,2016-10-01,443138
Nevada,2016-11-01,442938
Nevada,2016-12-01,441145
Nevada,2017-01-01,442515
Nevada,2017-02-01,440775
Nevada,2017-03-01,438465
Nevada,2017-04-01,437430
Nevada,2017-05-01,437892
Nevada,2017-06-01,438857
Nevada,2017-07-01,438368
Nevada,2017-08-01,442862
Nevada,2017-09-01,442981
Nevada,2017-10-01,443318
Nevada,2017-11-01,442936
Nevada,2017-12-01,440988
Nevada,2018-01-01,441924
Nevada,2018-02-01,440064
Nevada,2018-03-01,438835
Nevada,2018-04-01,438624
Nevada,2018-05-01,438055
Nevada,2018-06-01,439369
Nevada,2018-07-01,438216
Nevada,2018-08-01,439822
Nevada,2018-09-01,437137
Nevada,2018-10-01,434898
Nevada,2018-11-01,430141
Nevada,2018-12-01,427773
Nevada,2019-01-01,425264
Nevada,2019-02-01,41853
Nevada,2019-03-01,418397
Nevada,2019-04-01,419347
Nevada,2019-05-01,418308
Nevada,2019-06-01,419602
Nevada,2019-07-01,420743
Nevada,2019-08-01,421481
Nevada,2019-09-01,421015
Nevada,2019-10-01,419832
Nevada,2019-11-01,416996
Nevada,2019-12-01,414564
Nevada,2020-01-01,414058
Nevada,2020-02-01,412342
Nevada,2020-03-01,426527
Nevada,2020-04-01,497313
Nevada,2020-05-01,511818
Nevada,2020-06-01,465469
Nevada,2020-07-01,465536
Nevada,2020-08-01,468945
Nevada,2020-09-01,470857
Nevada,2020-10-01,483693
Nevada,2020-11-01,477920
Nevada,2020-12-01,442157
Nevada,2021-01-01,464298
Nevada,2021-02-01,482335
Nevada,2021-03-01,477172
Nevada,2021-04-01,448863
Nevada,2021-05-01,427799
Nevada,2021-06-01,428387
Nevada,2021-07-01,426535
Nevada,2021-08-01,437871
Nevada,2021-09-01,441968
Nevada,2021-10-01,445002
Nevada,2021-11-01,439595
Nevada,2021-12-01,436116
Nevada,2022-01-01,439091
Nevada,2022-02-01,448298
Nevada,2022-03-01,452466
Nevada,2022-04-01,457087
Nevada,2022-05-01,461638
Nevada,2022-06-01,469249
Nevada,2022-07-01,467604
Nevada,2022-08-01,474358
Nevada,2022-09-01,472270
Nevada,2022-10-01,476113
Nevada,2022-11-01,475202
Nevada,2022-12-01,478483
Nevada,2023-01-01,499320
Nevada,2023-02-01,497584
Nevada,2023-03-01,495847
Nevada,2023-04-01,486602
Nevada,2023-05-01,493254
Nevada,2023-06-01,498558
Nevada,2023-07-01,501574
Nevada,2023-08-01,505874
Nevada,2023-09-01,507769
New Hampshire,2009-10-01,94763
New Hampshire,2009-11-01,96729
New Hampshire,2009-12-01,99262
New Hampshire,2010-01-01,101031
New Hampshire,2010-02-01,102783
New Hampshire,2010-03-01,105115
New Hampshire,2010-04-01,106319
New Hampshire,2010-05-01,108118
New Hampshire,2010-06-01,108682
New Hampshire,2010-07-01,109159
New Hampshire,2010-08-01,109967
New Hampshire,2010-09-01,110576
New Hampshire,2010-10-01,110727
New Hampshire,2010-11-01,111518
New Hampshire,2010-12-01,112319
New Hampshire,2011-01-01,113128
New Hampshire,2011-02-01,112822
New Hampshire,2011-03-01,114020
New Hampshire,2011-04-01,114459
New Hampshire,2011-05-01,114657
New Hampshire,2011-06-01,114468
New Hampshire,2011-07-01,114046
New Hampshire,2011-08-01,114332
New Hampshire,2011-09-01,114388
New Hampshire,2011-10-01,114744
New Hampshire,2011-11-01,114478
New Hampshire,2011-12-01,115730
New Hampshire,2012-01-01,117063
New Hampshire,2012-02-01,117323
New Hampshire,2012-03-01,117269
New Hampshire,2012-04-01,117455
New Hampshire,2012-05-01,117749
New Hampshire,2012-06-01,117734
New Hampshire,2012-07-01,117650
New Hampshire,2012-08-01,117935
New Hampshire,2012-09-01,117605
New Hampshire,2012-10-01,119115
New Hampshire,2012-11-01,119014
New Hampshire,2012-12-01,118871
New Hampshire,2013-01-01,120160
New Hampshire,2013-02-01,117641
New Hampshire,2013-03-01,117420
New Hampshire,2013-04-01,117148
New Hampshire,2013-05-01,116319
New Hampshire,2013-06-01,116098
New Hampshire,2013-07-01,115721
New Hampshire,2013-08-01,115529
New Hampshire,2013-09-01,114742
New Hampshire,2013-10-01,114919
New Hampshire,2013-11-01,113534
New Hampshire,2013-12-01,112922
New Hampshire,2014-01-01,113349
New Hampshire,2014-02-01,112773
New Hampshire,2014-03-01,112504
New Hampshire,2014-04-01,112081
New Hampshire,2014-05-01,111375
New Hampshire,2014-06-01,110574
New Hampshire,2014-07-01,109236
New Hampshire,2014-08-01,108768
New Hampshire,2014-09-01,108381
New Hampshire,2014-10-01,108290
New Hampshire,2014-11-01,107186
New Hampshire,2014-12-01,107824
New Hampshire,2015-01-01,107922
New Hampshire,2015-02-01,107217
New Hampshire,2015-03-01,107499
New Hampshire,2015-04-01,107244
New Hampshire,2015-05-01,106022
New Hampshire,2015-06-01,105326
New Hampshire,2015-07-01,104657
New Hampshire,2015-08-01,103531
New Hampshire,2015-09-01,102838
New Hampshire,2015-10-01,101894
New Hampshire,2015-11-01,100509
New Hampshire,2015-12-01,100467
New Hampshire,2016-01-01,99972
New Hampshire,2016-02-01,99450
New Hampshire,2016-03-01,99485
New Hampshire,2016-04-01,98457
New Hampshire,2016-05-01,97582
New Hampshire,2016-06-01,96846
New Hampshire,2016-07-01,95976
New Hampshire,2016-08-01,95542
New Hampshire,2016-09-01,95393
New Hampshire,2016-10-01,94823
New Hampshire,2016-11-01,94539
New Hampshire,2016-12-01,94146
New Hampshire,2017-01-01,93812
New Hampshire,2017-02-01,93302
New Hampshire,2017-03-01,92966
New Hampshire,2017-04-01,92322
New Hampshire,2017-05-01,91954
New Hampshire,2017-06-01,91494
New Hampshire,2017-07-01,90368
New Hampshire,2017-08-01,90060
New Hampshire,2017-09-01,89693
New Hampshire,2017-10-01,89437
New Hampshire,2017-11-01,88840
New Hampshire,2017-12-01,88285
New Hampshire,2018-01-01,88206
New Hampshire,2018-02-01,87823
New Hampshire,2018-03-01,87497
New Hampshire,2018-04-01,86900
New Hampshire,2018-05-01,86049
New Hampshire,2018-06-01,85243
New Hampshire,2018-07-01,84182
New Hampshire,2018-08-01,83466
New Hampshire,2018-09-01,82092
New Hampshire,2018-10-01,79727
New Hampshire,2018-11-01,79137
New Hampshire,2018-12-01,78053
New Hampshire,2019-01-01,78653
New Hampshire,2019-02-01,5614
New Hampshire,2019-03-01,76762
New Hampshire,2019-04-01,76113
New Hampshire,2019-05-01,75411
New Hampshire,2019-06-01,74354
New Hampshire,2019-07-01,73837
New Hampshire,2019-08-01,73775
New Hampshire,2019-09-01,73506
New Hampshire,2019-10-01,73416
New Hampshire,2019-11-01,71426
New Hampshire,2019-12-01,72461
New Hampshire,2020-01-01,72283
New Hampshire,2020-02-01,71925
New Hampshire,2020-03-01,72006
New Hampshire,2020-04-01,77279
New Hampshire,2020-05-01,77892
New Hampshire,2020-06-01,72205
New Hampshire,2020-07-01,69801
New Hampshire,2020-08-01,69573
New Hampshire,2020-09-01,69787
New Hampshire,2020-10-01,70164
New Hampshire,2020-11-01,69973
New Hampshire,2020-12-01,70106
New Hampshire,2021-01-01,68802
New Hampshire,2021-02-01,68540
New Hampshire,2021-03-01,69697
New Hampshire,2021-04-01,68932
New Hampshire,2021-05-01,68834
New Hampshire,2021-06-01,68773
New Hampshire,2021-07-01,68530
New Hampshire,2021-08-01,68125
New Hampshire,2021-09-01,68920
New Hampshire,2021-10-01,68794
New Hampshire,2021-11-01,68860
New Hampshire,2021-12-01,68860
New Hampshire,2022-01-01,68778
New Hampshire,2022-02-01,67569
New Hampshire,2022-03-01,68632
New Hampshire,2022-04-01,69214
New Hampshire,2022-05-01,69567
New Hampshire,2022-06-01,70077
New Hampshire,2022-07-01,70247
New Hampshire,2022-08-01,70851
New Hampshire,2022-09-01,70668
New Hampshire,2022-10-01,71145
New Hampshire,2022-11-01,71087
New Hampshire,2022-12-01,71316
New Hampshire,2023-01-01,72969
New Hampshire,2023-02-01,73370
New Hampshire,2023-03-01,74467
New Hampshire,2023-04-01,75675
New Hampshire,2023-05-01,76261
New Hampshire,2023-06-01,77437
New Hampshire,2023-07-01,76631
New Hampshire,2023-08-01,77563
New Hampshire,2023-09-01,77487
New Jersey,2009-10-01,569557
New Jersey,2009-11-01,578954
New Jersey,2009-12-01,589609
New Jersey,2010-01-01,597234
New Jersey,2010-02-01,598151
New Jersey,2010-03-01,597486
New Jersey,2010-04-01,616705
New Jersey,2010-05-01,632297
New Jersey,2010-06-01,647262
New Jersey,2010-07-01,669770
New Jersey,2010-08-01,677167
New Jersey,2010-09-01,690075
New Jersey,2010-10-01,702119
New Jersey,2010-11-01,706702
New Jersey,2010-12-01,724224
New Jersey,2011-01-01,725238
New Jersey,2011-02-01,736360
New Jersey,2011-03-01,742945
New Jersey,2011-04-01,756462
New Jersey,2011-05-01,761594
New Jersey,2011-06-01,770909
New Jersey,2011-07-01,778822
New Jersey,2011-08-01,787460
New Jersey,2011-09-01,916798
New Jersey,2011-10-01,890859
New Jersey,2011-11-01,808040
New Jersey,2011-12-01,809026
New Jersey,2012-01-01,800525
New Jersey,2012-02-01,805529
New Jersey,2012-03-01,818954
New Jersey,2012-04-01,812224
New Jersey,2012-05-01,824550
New Jersey,2012-06-01,829584
New Jersey,2012-07-01,829379
New Jersey,2012-08-01,842973
New Jersey,2012-09-01,841960
New Jersey,2012-10-01,857605
New Jersey,2012-11-01,882345
New Jersey,2012-12-01,906148
New Jersey,2013-01-01,867660
New Jersey,2013-02-01,866157
New Jersey,2013-03-01,873657
New Jersey,2013-04-01,871760
New Jersey,2013-05-01,877752
New Jersey,2013-06-01,875437
New Jersey,2013-07-01,877043
New Jersey,2013-08-01,883015
New Jersey,2013-09-01,876613
New Jersey,2013-10-01,892606
New Jersey,2013-11-01,864490
New Jersey,2013-12-01,877177
New Jersey,2014-01-01,877149
New Jersey,2014-02-01,856916
New Jersey,2014-03-01,891684
New Jersey,2014-04-01,897138
New Jersey,2014-05-01,872510
New Jersey,2014-06-01,891560
New Jersey,2014-07-01,897065
New Jersey,2014-08-01,876183
New Jersey,2014-09-01,906735
New Jersey,2014-10-01,919480
New Jersey,2014-11-01,914198
New Jersey,2014-12-01,915614
New Jersey,2015-01-01,910897
New Jersey,2015-02-01,903626
New Jersey,2015-03-01,904816
New Jersey,2015-04-01,904012
New Jersey,2015-05-01,896036
New Jersey,2015-06-01,896318
New Jersey,2015-07-01,899713
New Jersey,2015-08-01,906370
New Jersey,2015-09-01,897652
New Jersey,2015-10-01,899481
New Jersey,2015-11-01,893942
New Jersey,2015-12-01,897737
New Jersey,2016-01-01,888259
New Jersey,2016-02-01,884714
New Jersey,2016-03-01,885831
New Jersey,2016-04-01,881246
New Jersey,2016-05-01,871382
New Jersey,2016-06-01,869546
New Jersey,2016-07-01,865632
New Jersey,2016-08-01,864295
New Jersey,2016-09-01,857779
New Jersey,2016-10-01,854146
New Jersey,2016-11-01,848856
New Jersey,2016-12-01,844707
New Jersey,2017-01-01,831751
New Jersey,2017-02-01,825972
New Jersey,2017-03-01,821265
New Jersey,2017-04-01,809219
New Jersey,2017-05-01,804020
New Jersey,2017-06-01,801162
New Jersey,2017-07-01,793343
New Jersey,2017-08-01,792669
New Jersey,2017-09-01,788641
New Jersey,2017-10-01,784805
New Jersey,2017-11-01,780529
New Jersey,2017-12-01,780144
New Jersey,2018-01-01,770664
New Jersey,2018-02-01,766371
New Jersey,2018-03-01,763202
New Jersey,2018-04-01,753442
New Jersey,2018-05-01,753629
New Jersey,2018-06-01,748935
New Jersey,2018-07-01,743764
New Jersey,2018-08-01,742303
New Jersey,2018-09-01,735850
New Jersey,2018-10-01,731983
New Jersey,2018-11-01,725753
New Jersey,2018-12-01,721400
New Jersey,2019-01-01,728496
New Jersey,2019-02-01,30804
New Jersey,2019-03-01,703228
New Jersey,2019-04-01,695964
New Jersey,2019-05-01,695525
New Jersey,2019-06-01,692664
New Jersey,2019-07-01,690006
New Jersey,2019-08-01,690789
New Jersey,2019-09-01,682918
New Jersey,2019-10-01,682734
New Jersey,2019-11-01,679995
New Jersey,2019-12-01,674031
New Jersey,2020-01-01,669841
New Jersey,2020-02-01,666998
New Jersey,2020-03-01,667206
New Jersey,2020-04-01,690739
New Jersey,2020-05-01,719079
New Jersey,2020-06-01,721815
New Jersey,2020-07-01,730796
New Jersey,2020-08-01,741832
New Jersey,2020-09-01,761384
New Jersey,2020-10-01,775091
New Jersey,2020-11-01,775805
New Jersey,2020-12-01,785604
New Jersey,2021-01-01,803411
New Jersey,2021-02-01,810584
New Jersey,2021-03-01,825326
New Jersey,2021-04-01,829932
New Jersey,2021-05-01,837363
New Jersey,2021-06-01,843891
New Jersey,2021-07-01,866359
New Jersey,2021-08-01,872699
New Jersey,2021-09-01,881905
New Jersey,2021-10-01,894132
New Jersey,2021-11-01,901837
New Jersey,2021-12-01,901025
New Jersey,2022-01-01,903939
New Jersey,2022-02-01,898217
New Jersey,2022-03-01,900996
New Jersey,2022-04-01,864280
New Jersey,2022-05-01,839848
New Jersey,2022-06-01,821618
New Jersey,2022-07-01,800183
New Jersey,2022-08-01,789866
New Jersey,2022-09-01,771705
New Jersey,2022-10-01,778883
New Jersey,2022-11-01,782900
New Jersey,2022-12-01,790463
New Jersey,2023-01-01,756048
New Jersey,2023-02-01,757692
New Jersey,2023-03-01,775859
New Jersey,2023-04-01,769958
New Jersey,2023-05-01,777217
New Jersey,2023-06-01,779316
New Jersey,2023-07-01,792823
New Jersey,2023-08-01,798661
New Jersey,2023-09-01,792373
New Mexico,2014-10-01,445271
New Mexico,2014-11-01,445712
New Mexico,2014-12-01,447952
New Mexico,2015-01-01,448414
New Mexico,2015-02-01,449325
New Mexico,2015-03-01,450643
New Mexico,2015-04-01,457323
New Mexico,2015-05-01,454947
New Mexico,2015-06-01,457675
New Mexico,2015-07-01,458612
New Mexico,2015-08-01,460819
New Mexico,2015-09-01,461064
New Mexico,2015-10-01,460048
New Mexico,2015-11-01,460663
New Mexico,2015-12-01,461778
New Mexico,2016-01-01,463332
New Mexico,2016-02-01,466511
New Mexico,2016-03-01,469855
New Mexico,2016-04-01,472076
New Mexico,2016-05-01,473716
New Mexico,2016-06-01,477982
New Mexico,2016-07-01,486098
New Mexico,2016-08-01,482409
New Mexico,2016-09-01,480493
New Mexico,2016-10-01,473398
New Mexico,2016-11-01,467933
New Mexico,2016-12-01,461899
New Mexico,2017-01-01,460549
New Mexico,2017-02-01,459657
New Mexico,2017-03-01,456168
New Mexico,2017-04-01,454371
New Mexico,2017-05-01,453473
New Mexico,2017-06-01,455558
New Mexico,2017-07-01,456573
New Mexico,2017-08-01,463107
New Mexico,2017-09-01,463720
New Mexico,2017-10-01,461417
New Mexico,2017-11-01,460167
New Mexico,2017-12-01,457878
New Mexico,2018-01-01,459143
New Mexico,2018-02-01,458184
New Mexico,2018-03-01,456190
New Mexico,2018-04-01,454021
New Mexico,2018-05-01,453002
New Mexico,2018-06-01,452731
New Mexico,2018-07-01,451989
New Mexico,2018-08-01,455481
New Mexico,2018-09-01,454804
New Mexico,2018-10-01,454244
New Mexico,2018-11-01,453405
New Mexico,2018-12-01,450576
New Mexico,2019-01-01,450546
New Mexico,2019-02-01,44864
New Mexico,2019-03-01,444255
New Mexico,2019-04-01,444329
New Mexico,2019-05-01,444815
New Mexico,2019-06-01,446392
New Mexico,2019-07-01,447874
New Mexico,2019-08-01,450221
New Mexico,2019-09-01,450410
New Mexico,2019-10-01,449792
New Mexico,2019-11-01,447512
New Mexico,2019-12-01,446408
New Mexico,2020-01-01,445908
New Mexico,2020-02-01,445238
New Mexico,2020-03-01,447420
New Mexico,2020-04-01,481136
New Mexico,2020-05-01,489749
New Mexico,2020-06-01,493796
New Mexico,2020-07-01,492781
New Mexico,2020-08-01,493689
New Mexico,2020-09-01,491512
New Mexico,2020-10-01,475470
New Mexico,2020-11-01,492885
New Mexico,2020-12-01,507084
New Mexico,2021-01-01,515088
New Mexico,2021-02-01,520661
New Mexico,2021-03-01,526461
New Mexico,2021-04-01,527725
New Mexico,2021-05-01,527763
New Mexico,2021-06-01,531154
New Mexico,2021-07-01,535639
New Mexico,2021-08-01,540579
New Mexico,2021-09-01,545421
New Mexico,2021-10-01,550663
New Mexico,2021-11-01,555852
New Mexico,2021-12-01,560820
New Mexico,2022-01-01,565621
New Mexico,2022-02-01,541122
New Mexico,2022-03-01,525010
New Mexico,2022-04-01,499430
New Mexico,2022-05-01,467651
New Mexico,2022-06-01,469175
New Mexico,2022-07-01,484096
New Mexico,2022-08-01,498944
New Mexico,2022-09-01,507206
New Mexico,2022-10-01,513128
New Mexico,2022-11-01,512984
New Mexico,2022-12-01,513478
New Mexico,2023-01-01,497556
New Mexico,2023-02-01,481110
New Mexico,2023-03-01,468474
New Mexico,2023-04-01,480538
New Mexico,2023-05-01,484576
New Mexico,2023-06-01,480545
New Mexico,2023-07-01,486476
New Mexico,2023-08-01,475354
New Mexico,2023-09-01,466143
New York,2009-10-01,2599938
New York,2009-11-01,2623264
New York,2009-12-01,2673143
New York,2010-01-01,2699586
New York,2010-02-01,2712437
New York,2010-03-01,2754632
New York,2010-04-01,2775875
New York,2010-05-01,2799734
New York,2010-06-01,2824845
New York,2010-07-01,2860394
New York,2010-08-01,2874189
New York,2010-09-01,2895995
New York,2010-10-01,2918849
New York,2010-11-01,2934493
New York,2010-12-01,2969868
New York,2011-01-01,2971876
New York,2011-02-01,2975444
New York,2011-03-01,3013945
New York,2011-04-01,3017404
New York,2011-05-01,3019981
New York,2011-06-01,3035825
New York,2011-07-01,3043751
New York,2011-08-01,3040684
New York,2011-09-01,3057767
New York,2011-10-01,3060107
New York,2011-11-01,3046972
New York,2011-12-01,3068575
