state,date,persons
Idaho,2015-09-01,190459
Idaho,2015-10-01,189385
Idaho,2015-11-01,189896
Idaho,2015-12-01,191003
Idaho,2016-01-01,192272
Idaho,2016-02-01,190792
Idaho,2016-03-01,188833
Idaho,2016-04-01,186600
Idaho,2016-05-01,183597
Idaho,2016-06-01,180441
Idaho,2016-07-01,177701
Idaho,2016-08-01,176904
Idaho,2016-09-01,176217
Idaho,2016-10-01,175976
Idaho,2016-11-01,176875
Idaho,2016-12-01,175130
Idaho,2017-01-01,176682
Idaho,2017-02-01,175781
Idaho,2017-03-01,174920
Idaho,2017-04-01,172097
Idaho,2017-05-01,169401
Idaho,2017-06-01,167080
Idaho,2017-07-01,164675
Idaho,2017-08-01,164101
Idaho,2017-09-01,162292
Idaho,2017-10-01,161591
Idaho,2017-11-01,161011
Idaho,2017-12-01,161966
Idaho,2018-01-01,162945
Idaho,2018-02-01,162836
Idaho,2018-03-01,161420
Idaho,2018-04-01,159307
Idaho,2018-05-01,156933
Idaho,2018-06-01,155075
Idaho,2018-07-01,151046
Idaho,2018-08-01,150781
Idaho,2018-09-01,149387
Idaho,2018-10-01,148779
Idaho,2018-11-01,148842
Idaho,2018-12-01,149309
Idaho,2019-01-01,150376
Idaho,2019-02-01,20752
Idaho,2019-03-01,148378
Idaho,2019-04-01,146903
Idaho,2019-05-01,145542
Idaho,2019-06-01,143910
Idaho,2019-07-01,142933
Idaho,2019-08-01,143236
Idaho,2019-09-01,142105
Idaho,2019-10-01,142199
Idaho,2019-11-01,142817
Idaho,2019-12-01,143833
Idaho,2020-01-01,146233
Idaho,2020-02-01,147759
Idaho,2020-03-01,148022
Idaho,2020-04-01,152412
Idaho,2020-05-01,151239
Idaho,2020-06-01,152881
Idaho,2020-07-01,146807
Idaho,2020-08-01,143926
Idaho,2020-09-01,139833
Idaho,2020-10-01,136037
Idaho,2020-11-01,135458
Idaho,2020-12-01,137970
Idaho,2021-01-01,135957
Idaho,2021-02-01,135439
Idaho,2021-03-01,134259
Idaho,2021-04-01,131308
Idaho,2021-05-01,129650
Idaho,2021-06-01,130227
Idaho,2021-07-01,129667
Idaho,2021-08-01,128472
Idaho,2021-09-01,126843
Idaho,2021-10-01,126123
Idaho,2021-11-01,125222
Idaho,2021-12-01,126031
Idaho,2022-01-01,124631
Idaho,2022-02-01,124252
Idaho,2022-03-01,124668
Idaho,2022-04-01,123759
Idaho,2022-05-01,122853
Idaho,2022-06-01,123554
Idaho,2022-07-01,123089
Idaho,2022-08-01,122810
Idaho,2022-09-01,121941
Idaho,2022-10-01,122172
Idaho,2022-11-01,122760
Idaho,2022-12-01,123861
Idaho,2023-01-01,122667
Idaho,2023-02-01,123413
Idaho,2023-03-01,123891
Idaho,2023-04-01,124509
Idaho,2023-05-01,125305
Idaho,2023-06-01,125636
Idaho,2023-07-01,125267
Idaho,2023-08-01,124552
Idaho,2023-09-01,124486
Illinois,2014-10-01,2043607
Illinois,2014-11-01,2039353
Illinois,2014-12-01,2076871
Illinois,2015-01-01,2056333
Illinois,2015-02-01,2048833
Illinois,2015-03-01,2060572
Illinois,2015-04-01,2045280
Illinois,2015-05-01,2044847
Illinois,2015-06-01,2039556
Illinois,2015-07-01,2024423
Illinois,2015-08-01,2013711
Illinois,2015-09-01,2014280
Illinois,2015-10-01,2007492
Illinois,2015-11-01,1986957
Illinois,2015-12-01,1974069
Illinois,2016-01-01,1909279
Illinois,2016-02-01,1847703
Illinois,2016-03-01,1870177
Illinois,2016-04-01,1828522
Illinois,2016-05-01,1838917
Illinois,2016-06-01,1915113
Illinois,2016-07-01,1924612
Illinois,2016-08-01,1938304
Illinois,2016-09-01,1931575
Illinois,2016-10-01,1907969
Illinois,2016-11-01,1918930
Illinois,2016-12-01,1917143
Illinois,2017-01-01,1867770
Illinois,2017-02-01,1856153
Illinois,2017-03-01,1885248
Illinois,2017-04-01,1844298
Illinois,2017-05-01,1902285
Illinois,2017-06-01,1859732
Illinois,2017-07-01,1851718
Illinois,2017-08-01,1869067
Illinois,2017-09-01,1861915
Illinois,2017-10-01,1850175
Illinois,2017-11-01,1841385
Illinois,2017-12-01,1894355
Illinois,2018-01-01,1813534
Illinois,2018-02-01,1840459
Illinois,2018-03-01,1872619
Illinois,2018-04-01,1808026
Illinois,2018-05-01,1870397
Illinois,2018-06-01,1826747
Illinois,2018-07-01,1770840
Illinois,2018-08-01,1765985
Illinois,2018-09-01,1757609
Illinois,2018-10-01,1783389
Illinois,2018-11-01,1759510
Illinois,2018-12-01,1777509
Illinois,2019-01-01,1826750
Illinois,2019-02-01,141914
Illinois,2019-03-01,1757209
Illinois,2019-04-01,1737117
Illinois,2019-05-01,1780778
Illinois,2019-06-01,1771527
Illinois,2019-07-01,1782949
Illinois,2019-08-01,1783530
Illinois,2019-09-01,1770574
Illinois,2019-10-01,1778953
Illinois,2019-11-01,1783674
Illinois,2019-12-01,1779366
Illinois,2020-01-01,1775744
Illinois,2020-02-01,1748374
Illinois,2020-03-01,1752080
Illinois,2020-04-01,1862352
Illinois,2020-05-01,1956549
Illinois,2020-06-01,1971319
Illinois,2020-07-01,2032767
Illinois,2020-08-01,1948042
Illinois,2020-09-01,2001532
Illinois,2020-10-01,2021384
Illinois,2020-11-01,2003672
Illinois,2020-12-01,2023782
Illinois,2021-01-01,2052650
Illinois,2021-02-01,2050596
Illinois,2021-03-01,2063370
Illinois,2021-04-01,2044420
Illinois,2021-05-01,1949932
Illinois,2021-06-01,1954847
Illinois,2021-07-01,2744651
Illinois,2021-08-01,1914912
Illinois,2021-09-01,1824419
Illinois,2021-10-01,1883995
Illinois,2021-11-01,1918174
Illinois,2021-12-01,1949042
Illinois,2022-01-01,1965546
Illinois,2022-02-01,1988757
Illinois,2022-03-01,2010324
Illinois,2022-04-01,2003747
Illinois,2022-05-01,2003952
Illinois,2022-06-01,2010682
Illinois,2022-07-01,2012328
Illinois,2022-08-01,2015218
Illinois,2022-09-01,2018799
Illinois,2022-10-01,2032657
Illinois,2022-11-01,2036869
Illinois,2022-12-01,2052818
Illinois,2023-01-01,2047036
Illinois,2023-02-01,2058951
Illinois,2023-03-01,2048872
Illinois,2023-04-01,1990566
Illinois,2023-05-01,2012448
Illinois,2023-06-01,2006611
Illinois,2023-07-01,2019104
Illinois,2023-08-01,2109069
Illinois,2023-09-01,1961613
Indiana,2009-10-01,774776
Indiana,2009-11-01,781420
Indiana,2009-12-01,794209
Indiana,2010-01-01,800959
Indiana,2010-02-01,804477
Indiana,2010-03-01,810986
Indiana,2010-04-01,805969
Indiana,2010-05-01,814069
Indiana,2010-06-01,823818
Indiana,2010-07-01,839080
Indiana,2010-08-01,853086
Indiana,2010-09-01,857992
Indiana,2010-10-01,860911
Indiana,2010-11-01,863489
Indiana,2010-12-01,871666
Indiana,2011-01-01,872037
Indiana,2011-02-01,871500
Indiana,2011-03-01,878389
Indiana,2011-04-01,876142
Indiana,2011-05-01,878259
Indiana,2011-06-01,882664
Indiana,2011-07-01,884325
Indiana,2011-08-01,895008
Indiana,2011-09-01,896328
Indiana,2011-10-01,901967
Indiana,2011-11-01,900760
Indiana,2011-12-01,906446
Indiana,2012-01-01,909866
Indiana,2012-02-01,906552
Indiana,2012-03-01,906894
Indiana,2012-04-01,901265
Indiana,2012-05-01,904686
Indiana,2012-06-01,908458
Indiana,2012-07-01,911977
Indiana,2012-08-01,922382
Indiana,2012-09-01,923201
Indiana,2012-10-01,925574
Indiana,2012-11-01,922564
Indiana,2012-12-01,923750
Indiana,2013-01-01,927030
Indiana,2013-02-01,925554
Indiana,2013-03-01,926959
Indiana,2013-04-01,924463
Indiana,2013-05-01,926574
Indiana,2013-06-01,924122
Indiana,2013-07-01,925265
Indiana,2013-08-01,931675
Indiana,2013-09-01,928601
Indiana,2013-10-01,926155
Indiana,2013-11-01,917743
Indiana,2013-12-01,908732
Indiana,2014-01-01,898362
Indiana,2014-02-01,896095
Indiana,2014-03-01,894673
Indiana,2014-04-01,883826
Indiana,2014-05-01,882724
Indiana,2014-06-01,879279
Indiana,2014-07-01,877617
Indiana,2014-08-01,875833
Indiana,2014-09-01,871344
Indiana,2014-10-01,871178
Indiana,2014-11-01,854791
Indiana,2014-12-01,851242
Indiana,2015-01-01,847287
Indiana,2015-02-01,839656
Indiana,2015-03-01,836108
Indiana,2015-04-01,822483
Indiana,2015-05-01,818856
Indiana,2015-06-01,814915
Indiana,2015-07-01,813123
Indiana,2015-08-01,808064
Indiana,2015-09-01,803182
Indiana,2015-10-01,799663
Indiana,2015-11-01,764670
Indiana,2015-12-01,758446
Indiana,2016-01-01,757243
Indiana,2016-02-01,749927
Indiana,2016-03-01,745505
Indiana,2016-04-01,736345
Indiana,2016-05-01,723371
Indiana,2016-06-01,720795
Indiana,2016-07-01,714806
Indiana,2016-08-01,717811
Indiana,2016-09-01,710738
Indiana,2016-10-01,708476
Indiana,2016-11-01,697626
Indiana,2016-12-01,691962
Indiana,2017-01-01,682077
Indiana,2017-02-01,679246
Indiana,2017-03-01,678003
Indiana,2017-04-01,661257
Indiana,2017-05-01,657932
Indiana,2017-06-01,654685
Indiana,2017-07-01,649370
Indiana,2017-08-01,654076
Indiana,2017-09-01,649118
Indiana,2017-10-01,642328
Indiana,2017-11-01,636499
Indiana,2017-12-01,630576
Indiana,2018-01-01,625188
Indiana,2018-02-01,622559
Indiana,2018-03-01,619119
Indiana,2018-04-01,611377
Indiana,2018-05-01,606232
Indiana,2018-06-01,601044
Indiana,2018-07-01,601227
Indiana,2018-08-01,606211
Indiana,2018-09-01,602029
Indiana,2018-10-01,599613
Indiana,2018-11-01,590807
Indiana,2018-12-01,584631
Indiana,2019-01-01,603782
Indiana,2019-02-01,44078
Indiana,2019-03-01,586395
Indiana,2019-04-01,566081
Indiana,2019-05-01,570171
Indiana,2019-06-01,559775
Indiana,2019-07-01,519230
Indiana,2019-08-01,565743
Indiana,2019-09-01,574304
Indiana,2019-10-01,576112
Indiana,2019-11-01,570688
Indiana,2019-12-01,567698
Indiana,2020-01-01,556423
Indiana,2020-02-01,566149
Indiana,2020-03-01,568655
Indiana,2020-04-01,631055
Indiana,2020-05-01,664068
Indiana,2020-06-01,673433
Indiana,2020-07-01,559381
Indiana,2020-08-01,637154
Indiana,2020-09-01,646193
Indiana,2020-10-01,643454
Indiana,2020-11-01,638340
Indiana,2020-12-01,666161
Indiana,2021-01-01,677873
Indiana,2021-02-01,669397
Indiana,2021-03-01,659377
Indiana,2021-04-01,646349
Indiana,2021-05-01,642595
Indiana,2021-06-01,635954
Indiana,2021-07-01,627069
Indiana,2021-08-01,619772
Indiana,2021-09-01,622712
Indiana,2021-10-01,624284
Indiana,2021-11-01,624002
Indiana,2021-12-01,614553
Indiana,2022-01-01,608495
Indiana,2022-02-01,618584
Indiana,2022-03-01,625513
Indiana,2022-04-01,625128
Indiana,2022-05-01,621490
Indiana,2022-06-01,617191
Indiana,2022-07-01,615289
Indiana,2022-08-01,614575
Indiana,2022-09-01,602455
Indiana,2022-10-01,599932
Indiana,2022-11-01,597005
Indiana,2022-12-01,600644
Indiana,2023-01-01,594401
Indiana,2023-02-01,594891
Indiana,2023-03-01,601442
Indiana,2023-04-01,593550
Indiana,2023-05-01,593995
Indiana,2023-06-01,598996
Indiana,2023-07-01,599055
Indiana,2023-08-01,605560
Indiana,2023-09-01,605487
Iowa,2009-10-01,324758
Iowa,2009-11-01,327486
Iowa,2009-12-01,331335
Iowa,2010-01-01,334991
Iowa,2010-02-01,337169
Iowa,2010-03-01,340595
Iowa,2010-04-01,342517
Iowa,2010-05-01,344477
Iowa,2010-06-01,346551
Iowa,2010-07-01,349609
Iowa,2010-08-01,351992
Iowa,2010-09-01,352164
Iowa,2010-10-01,352981
Iowa,2010-11-01,351898
Iowa,2010-12-01,354552
Iowa,2011-01-01,360546
Iowa,2011-02-01,365749
Iowa,2011-03-01,373505
Iowa,2011-04-01,379147
Iowa,2011-05-01,382412
Iowa,2011-06-01,386153
Iowa,2011-07-01,388973
Iowa,2011-08-01,393624
Iowa,2011-09-01,396727
Iowa,2011-10-01,398574
Iowa,2011-11-01,399430
Iowa,2011-12-01,403116
Iowa,2012-01-01,402829
Iowa,2012-02-01,405317
Iowa,2012-03-01,408614
Iowa,2012-04-01,409261
Iowa,2012-05-01,410761
Iowa,2012-06-01,412889
Iowa,2012-07-01,412187
Iowa,2012-08-01,415718
Iowa,2012-09-01,417898
Iowa,2012-10-01,419315
Iowa,2012-11-01,418440
Iowa,2012-12-01,417418
Iowa,2013-01-01,418533
Iowa,2013-02-01,419296
Iowa,2013-03-01,420704
Iowa,2013-04-01,420360
Iowa,2013-05-01,420914
Iowa,2013-06-01,422004
Iowa,2013-07-01,421082
Iowa,2013-08-01,423428
Iowa,2013-09-01,422639
Iowa,2013-10-01,421634
Iowa,2013-11-01,416270
Iowa,2013-12-01,413543
Iowa,2014-01-01,411462
Iowa,2014-02-01,410210
Iowa,2014-03-01,408195
Iowa,2014-04-01,407506
Iowa,2014-05-01,406150
Iowa,2014-06-01,403934
Iowa,2014-07-01,400241
Iowa,2014-08-01,399826
Iowa,2014-09-01,397866
Iowa,2014-10-01,398748
Iowa,2014-11-01,396004
Iowa,2014-12-01,397086
Iowa,2015-01-01,395994
Iowa,2015-02-01,396501
Iowa,2015-03-01,392714
Iowa,2015-04-01,390277
Iowa,2015-05-01,387794
Iowa,2015-06-01,386392
Iowa,2015-07-01,384643
Iowa,2015-08-01,384595
Iowa,2015-09-01,383937
Iowa,2015-10-01,384685
Iowa,2015-11-01,383140
Iowa,2015-12-01,382703
Iowa,2016-01-01,382437
Iowa,2016-02-01,381743
Iowa,2016-03-01,381641
Iowa,2016-04-01,380909
Iowa,2016-05-01,378776
Iowa,2016-06-01,377888
Iowa,2016-07-01,377379
Iowa,2016-08-01,378682
Iowa,2016-09-01,378478
Iowa,2016-10-01,377126
Iowa,2016-11-01,374227
Iowa,2016-12-01,372404
Iowa,2017-01-01,370106
Iowa,2017-02-01,367477
Iowa,2017-03-01,365773
Iowa,2017-04-01,363062
Iowa,2017-05-01,360942
Iowa,2017-06-01,361000
Iowa,2017-07-01,358638
Iowa,2017-08-01,360754
Iowa,2017-09-01,359201
Iowa,2017-10-01,357780
Iowa,2017-11-01,354756
Iowa,2017-12-01,354235
Iowa,2018-01-01,353019
Iowa,2018-02-01,350491
Iowa,2018-03-01,347508
Iowa,2018-04-01,343191
Iowa,2018-05-01,340638
Iowa,2018-06-01,339878
Iowa,2018-07-01,334918
Iowa,2018-08-01,335057
Iowa,2018-09-01,333402
Iowa,2018-10-01,332595
Iowa,2018-11-01,329869
Iowa,2018-12-01,327915
Iowa,2019-01-01,327902
Iowa,2019-02-01,28798
Iowa,2019-03-01,320036
Iowa,2019-04-01,317878
Iowa,2019-05-01,315622
Iowa,2019-06-01,314300
Iowa,2019-07-01,311638
Iowa,2019-08-01,312501
Iowa,2019-09-01,309126
Iowa,2019-10-01,306940
Iowa,2019-11-01,304507
Iowa,2019-12-01,302073
Iowa,2020-01-01,295306
Iowa,2020-02-01,290914
Iowa,2020-03-01,287997
Iowa,2020-04-01,323637
Iowa,2020-05-01,335309
Iowa,2020-06-01,304571
Iowa,2020-07-01,296408
Iowa,2020-08-01,302232
Iowa,2020-09-01,376876
Iowa,2020-10-01,303379
Iowa,2020-11-01,294511
Iowa,2020-12-01,292604
Iowa,2021-01-01,287243
Iowa,2021-02-01,290046
Iowa,2021-03-01,286830
Iowa,2021-04-01,282357
Iowa,2021-05-01,280366
Iowa,2021-06-01,279123
Iowa,2021-07-01,279860
Iowa,2021-08-01,278407
Iowa,2021-09-01,277879
Iowa,2021-10-01,279123
Iowa,2021-11-01,279950
Iowa,2021-12-01,282742
Iowa,2022-01-01,282565
Iowa,2022-02-01,283815
Iowa,2022-03-01,284803
Iowa,2022-04-01,281951
Iowa,2022-05-01,278713
Iowa,2022-06-01,276964
Iowa,2022-07-01,273844
Iowa,2022-08-01,272128
Iowa,2022-09-01,269323
Iowa,2022-10-01,267682
Iowa,2022-11-01,265512
Iowa,2022-12-01,265239
Iowa,2023-01-01,262182
Iowa,2023-02-01,262046
Iowa,2023-03-01,263725
Iowa,2023-04-01,262186
Iowa,2023-05-01,262228
Iowa,2023-06-01,262826
Iowa,2023-07-01,259071
Iowa,2023-08-01,260029
Iowa,2023-09-01,258629
Kansas,2009-10-01,252255
Kansas,2009-11-01,254669
Kansas,2009-12-01,256321
Kansas,2010-01-01,262622
Kansas,2010-02-01,264227
Kansas,2010-03-01,266189
Kansas,2010-04-01,267840
Kansas,2010-05-01,272550
Kansas,2010-06-01,276349
Kansas,2010-07-01,282968
Kansas,2010-08-01,289399
Kansas,2010-09-01,291126
Kansas,2010-10-01,294947
Kansas,2010-11-01,295787
Kansas,2010-12-01,295080
Kansas,2011-01-01,298200
Kansas,2011-02-01,296961
Kansas,2011-03-01,296988
Kansas,2011-04-01,300333
Kansas,2011-05-01,299552
Kansas,2011-06-01,299944
Kansas,2011-07-01,301926
Kansas,2011-08-01,303667
Kansas,2011-09-01,300320
Kansas,2011-10-01,302633
Kansas,2011-11-01,298842
Kansas,2011-12-01,299591
Kansas,2012-01-01,302020
Kansas,2012-02-01,299661
Kansas,2012-03-01,301567
Kansas,2012-04-01,303106
Kansas,2012-05-01,304240
Kansas,2012-06-01,307886
Kansas,2012-07-01,309715
Kansas,2012-08-01,312630
Kansas,2012-09-01,314742
Kansas,2012-10-01,316506
Kansas,2012-11-01,314932
Kansas,2012-12-01,315394
Kansas,2013-01-01,315953
Kansas,2013-02-01,313906
Kansas,2013-03-01,315220
Kansas,2013-04-01,316523
Kansas,2013-05-01,317892
Kansas,2013-06-01,319827
Kansas,2013-07-01,319275
Kansas,2013-08-01,320638
Kansas,2013-09-01,317725
Kansas,2013-10-01,315171
Kansas,2013-11-01,311672
Kansas,2013-12-01,307507
Kansas,2014-01-01,292420
Kansas,2014-02-01,289502
Kansas,2014-03-01,288331
Kansas,2014-04-01,286829
Kansas,2014-05-01,286915
Kansas,2014-06-01,286930
Kansas,2014-07-01,285537
Kansas,2014-08-01,286294
Kansas,2014-09-01,284365
Kansas,2014-10-01,282027
Kansas,2014-11-01,280755
Kansas,2014-12-01,277806
Kansas,2015-01-01,276863
Kansas,2015-02-01,275885
Kansas,2015-03-01,274479
Kansas,2015-04-01,272697
Kansas,2015-05-01,271883
Kansas,2015-06-01,270870
Kansas,2015-07-01,267753
Kansas,2015-08-01,269842
Kansas,2015-09-01,266830
Kansas,2015-10-01,265478
Kansas,2015-11-01,262259
Kansas,2015-12-01,257742
Kansas,2016-01-01,257823
Kansas,2016-02-01,255947
Kansas,2016-03-01,253183
Kansas,2016-04-01,251580
Kansas,2016-05-01,249940
Kansas,2016-06-01,249276
Kansas,2016-07-01,247976
Kansas,2016-08-01,248611
Kansas,2016-09-01,246179
Kansas,2016-10-01,247281
Kansas,2016-11-01,244137
Kansas,2016-12-01,241963
Kansas,2017-01-01,238385
Kansas,2017-02-01,236370
Kansas,2017-03-01,233285
Kansas,2017-04-01,232278
Kansas,2017-05-01,231395
Kansas,2017-06-01,231888
Kansas,2017-07-01,231244
Kansas,2017-08-01,231234
Kansas,2017-09-01,205870
Kansas,2017-10-01,228305
Kansas,2017-11-01,224961
Kansas,2017-12-01,221892
Kansas,2018-01-01,219365
Kansas,2018-02-01,217503
Kansas,2018-03-01,216080
Kansas,2018-04-01,214560
Kansas,2018-05-01,213163
Kansas,2018-06-01,213466
Kansas,2018-07-01,213577
Kansas,2018-08-01,213641
Kansas,2018-09-01,212522
Kansas,2018-10-01,211005
Kansas,2018-11-01,208579
Kansas,2018-12-01,205387
Kansas,2019-01-01,203960
Kansas,2019-02-01,10754
Kansas,2019-03-01,197577
Kansas,2019-04-01,196818
Kansas,2019-05-01,195859
Kansas,2019-06-01,197142
Kansas,2019-07-01,198962
Kansas,2019-08-01,199622
Kansas,2019-09-01,198285
Kansas,2019-10-01,198426
Kansas,2019-11-01,197186
Kansas,2019-12-01,195064
Kansas,2020-01-01,190300
Kansas,2020-02-01,189765
Kansas,2020-03-01,189527
Kansas,2020-04-01,201869
Kansas,2020-05-01,209302
Kansas,2020-06-01,213387
Kansas,2020-07-01,207916
Kansas,2020-08-01,207124
Kansas,2020-09-01,205451
Kansas,2020-10-01,200686
Kansas,2020-11-01,199125
Kansas,2020-12-01,201120
Kansas,2021-01-01,201980
Kansas,2021-02-01,203800
Kansas,2021-03-01,203215
Kansas,2021-04-01,200394
Kansas,2021-05-01,200014
Kansas,2021-06-01,201554
Kansas,2021-07-01,198343
Kansas,2021-08-01,196913
Kansas,2021-09-01,196987
Kansas,2021-10-01,197195
Kansas,2021-11-01,195535
Kansas,2021-12-01,195616
Kansas,2022-01-01,196788
Kansas,2022-02-01,195478
Kansas,2022-03-01,194897
Kansas,2022-04-01,195234
Kansas,2022-05-01,196273
Kansas,2022-06-01,196976
Kansas,2022-07-01,195864
Kansas,2022-08-01,196273
Kansas,2022-09-01,193457
Kansas,2022-10-01,191440
Kansas,2022-11-01,190020
Kansas,2022-12-01,185432
Kansas,2023-01-01,183256
Kansas,2023-02-01,181500
Kansas,2023-03-01,182522
Kansas,2023-04-01,183739
Kansas,2023-05-01,187065
Kansas,2023-06-01,190206
Kansas,2023-07-01,190074
Kansas,2023-08-01,189849
Kansas,2023-09-01,188720
Kentucky,2009-10-01,752244
Kentucky,2009-11-01,757651
Kentucky,2009-12-01,764669
Kentucky,2010-01-01,770753
Kentucky,2010-02-01,768927
Kentucky,2010-03-01,776550
Kentucky,2010-04-01,776062
Kentucky,2010-05-01,778968
Kentucky,2010-06-01,787147
Kentucky,2010-07-01,794818
Kentucky,2010-08-01,805040
Kentucky,2010-09-01,804538
Kentucky,2010-10-01,808308
Kentucky,2010-11-01,813041
Kentucky,2010-12-01,812779
Kentucky,2011-01-01,820738
Kentucky,2011-02-01,814144
Kentucky,2011-03-01,821931
Kentucky,2011-04-01,818109
Kentucky,2011-05-01,825184
Kentucky,2011-06-01,831476
Kentucky,2011-07-01,832178
Kentucky,2011-08-01,842499
Kentucky,2011-09-01,841275
Kentucky,2011-10-01,842885
Kentucky,2011-11-01,841996
Kentucky,2011-12-01,844144
Kentucky,2012-01-01,849312
Kentucky,2012-02-01,840590
Kentucky,2012-03-01,846211
Kentucky,2012-04-01,844461
Kentucky,2012-05-01,847901
Kentucky,2012-06-01,853820
Kentucky,2012-07-01,857677
Kentucky,2012-08-01,861376
Kentucky,2012-09-01,860599
Kentucky,2012-10-01,867676
Kentucky,2012-11-01,865540
Kentucky,2012-12-01,867345
Kentucky,2013-01-01,876465
Kentucky,2013-02-01,869765
Kentucky,2013-03-01,874094
Kentucky,2013-04-01,873899
Kentucky,2013-05-01,875644
Kentucky,2013-06-01,878344
Kentucky,2013-07-01,879771
Kentucky,2013-08-01,873683
Kentucky,2013-09-01,867037
Kentucky,2013-10-01,856784
Kentucky,2013-11-01,845094
Kentucky,2013-12-01,840047
Kentucky,2014-01-01,832518
Kentucky,2014-02-01,825684
Kentucky,2014-03-01,828244
Kentucky,2014-04-01,824254
Kentucky,2014-05-01,822231
Kentucky,2014-06-01,822619
Kentucky,2014-07-01,816024
Kentucky,2014-08-01,812783
Kentucky,2014-09-01,810628
Kentucky,2014-10-01,806012
Kentucky,2014-11-01,796518
Kentucky,2014-12-01,795379
Kentucky,2015-01-01,788177
Kentucky,2015-02-01,777300
Kentucky,2015-03-01,774763
Kentucky,2015-04-01,763927
Kentucky,2015-05-01,761750
Kentucky,2015-06-01,758560
Kentucky,2015-07-01,744583
Kentucky,2015-08-01,737149
Kentucky,2015-09-01,722464
Kentucky,2015-10-01,713911
Kentucky,2015-11-01,708026
Kentucky,2015-12-01,697056
Kentucky,2016-01-01,686488
Kentucky,2016-02-01,679819
Kentucky,2016-03-01,598535
Kentucky,2016-04-01,650708
Kentucky,2016-05-01,643094
Kentucky,2016-06-01,659155
Kentucky,2016-07-01,649388
Kentucky,2016-08-01,651604
Kentucky,2016-09-01,657389
Kentucky,2016-10-01,671628
Kentucky,2016-11-01,660242
Kentucky,2016-12-01,659371
Kentucky,2017-01-01,658252
Kentucky,2017-02-01,651889
Kentucky,2017-03-01,655629
Kentucky,2017-04-01,650772
Kentucky,2017-05-01,648195
Kentucky,2017-06-01,652133
Kentucky,2017-07-01,650275
Kentucky,2017-08-01,651028
Kentucky,2017-09-01,649065
Kentucky,2017-10-01,649299
Kentucky,2017-11-01,640636
Kentucky,2017-12-01,639618
Kentucky,2018-01-01,636423
Kentucky,2018-02-01,613772
Kentucky,2018-03-01,629226
Kentucky,2018-04-01,603201
Kentucky,2018-05-01,596564
Kentucky,2018-06-01,611081
Kentucky,2018-07-01,600770
Kentucky,2018-08-01,583875
Kentucky,2018-09-01,579199
Kentucky,2018-10-01,577565
Kentucky,2018-11-01,568814
Kentucky,2018-12-01,566810
Kentucky,2019-01-01,566900
Kentucky,2019-02-01,75734
Kentucky,2019-03-01,539847
Kentucky,2019-04-01,533922
Kentucky,2019-05-01,529143
Kentucky,2019-06-01,527256
Kentucky,2019-07-01,518431
Kentucky,2019-08-01,515693
Kentucky,2019-09-01,506778
Kentucky,2019-10-01,504584
Kentucky,2019-11-01,497548
Kentucky,2019-12-01,491172
Kentucky,2020-01-01,484952
Kentucky,2020-02-01,482283
Kentucky,2020-03-01,510411
Kentucky,2020-04-01,592538
Kentucky,2020-05-01,623796
Kentucky,2020-06-01,653279
Kentucky,2020-07-01,602156
Kentucky,2020-08-01,606216
Kentucky,2020-09-01,616169
Kentucky,2020-10-01,575446
Kentucky,2020-11-01,591650
Kentucky,2020-12-01,616578
Kentucky,2021-01-01,624724
Kentucky,2021-02-01,625364
Kentucky,2021-03-01,622817
Kentucky,2021-04-01,626855
Kentucky,2021-05-01,603132
Kentucky,2021-06-01,625938
Kentucky,2021-07-01,582008
Kentucky,2021-08-01,556795
Kentucky,2021-09-01,521657
Kentucky,2021-10-01,519712
Kentucky,2021-11-01,528388
Kentucky,2021-12-01,533908
Kentucky,2022-01-01,531692
Kentucky,2022-02-01,543989
Kentucky,2022-03-01,543483
Kentucky,2022-04-01,548412
Kentucky,2022-05-01,543444
Kentucky,2022-06-01,547582
Kentucky,2022-07-01,547431
Kentucky,2022-08-01,559402
Kentucky,2022-09-01,552037
Kentucky,2022-10-01,549001
Kentucky,2022-11-01,551185
Kentucky,2022-12-01,553493
Kentucky,2023-01-01,553710
Kentucky,2023-02-01,555591
Kentucky,2023-03-01,560255
Kentucky,2023-04-01,563830
Kentucky,2023-05-01,555992
Kentucky,2023-06-01,555176
Kentucky,2023-07-01,548010
Kentucky,2023-08-01,552404
Kentucky,2023-09-01,552006
Louisiana,2014-10-01,873547
Louisiana,2014-11-01,866483
Louisiana,2014-12-01,860472
Louisiana,2015-01-01,856114
Louisiana,2015-02-01,845883
Louisiana,2015-03-01,843459
Louisiana,2015-04-01,846775
Louisiana,2015-05-01,854073
Louisiana,2015-06-01,855741
Louisiana,2015-07-01,865685
Louisiana,2015-08-01,871708
Louisiana,2015-09-01,876911
Louisiana,2015-10-01,879541
Louisiana,2015-11-01,869943
Louisiana,2015-12-01,878364
Louisiana,2016-01-01,864632
Louisiana,2016-02-01,872223
Louisiana,2016-03-01,989811
Louisiana,2016-04-01,887770
Louisiana,2016-05-01,912045
Louisiana,2016-06-01,926178
Louisiana,2016-07-01,925861
Louisiana,2016-08-01,1076773
Louisiana,2016-09-01,1042876
Louisiana,2016-10-01,1185797
Louisiana,2016-11-01,953258
Louisiana,2016-12-01,933029
Louisiana,2017-01-01,921521
Louisiana,2017-02-01,926213
Louisiana,2017-03-01,913850
Louisiana,2017-04-01,892484
Louisiana,2017-05-01,874669
Louisiana,2017-06-01,880530
Louisiana,2017-07-01,880083
Louisiana,2017-08-01,891796
